OBJECTID,ZONE_CODE,PDR,PDR_DENSIT,CASE_NO,LABEL,EDITOR,ACTION_,COMMENT_,ACRES,BOC_DATE,CITY_COUNC,MAP_EDIT_D,ERROR_FIX_,UDO,ZONE_GEN,UDO_LABEL,DEVELOP_PL,UDO_LEGEND,IN_DATE,PDR_RNG,GlobalID,ShapeSTArea,ShapeSTLength
110,I-2, ,0,,I-2, , ,"P87-54;P90-51",171.93839416,,1990/10/15 05:00:00+00,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{773A39CD-5425-426A-9D7D-9C3380C36250},7489613.1126709,12901.5955492288
111,PDR,Y,10,P03-34,PDR 10, , ,P86-63,1.37716884,,2003/09/15 05:00:00+00,,,PDR,RES_HIGH_DENSITY,PDR 10.000,(D), 4 - PDR-HDR (8 - 12 du/ac),,PDR-HDR,{9DA172D7-CD2F-4C98-A401-373516663700},59989.2875976562,1207.24174395979
112,PDR, ,0,BDG1300010,PDR 8.000, ,RS-20 County to PDR 8 City,"P80-22;P83-45;P91-55;P91-59;P93-31;P02-44;P03-68",17.83225663,,2014/04/15 05:00:00+00,2014/07/07 05:00:00+00,,PDR,RES_HIGH_DENSITY,PDR 8.000,(D) , 4 - PDR-HDR (8 - 12 du/ac),,,{22855D97-47A0-4686-9109-AFA10F7D89BB},776770.678710938,4453.57448685063
113,I-2, ,0,Z1300030,I-2,LDW,Revised for Z1600008 ,"Z1100032;Z06-47; P89-44;P01-38; Z1600008",332.29120052,,2014/03/18 05:00:00+00,2016/10/14 05:00:00+00,,PDR,RES_MEDIUM_DENSITY,PDR 4.733,(D), 3 - PDR-MDR (4 - 8 du/ac),2007/12/10 05:00:00+00,PDR-MDR,{A1B673B9-CECC-4328-B062-3EC14CAA448F},14452652.5092773,20701.5859551475
114,RM-12, ,0, ,RM-12, , , ,0.43900741,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{20E8B19C-54F3-41A6-A39C-32A488475E52},19123.1030273438,569.11024937602
115,OI-2, ,0,P01-64,OI-2(D), , , ,4.09358971,,2001/12/17 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{9EE5A33F-C22D-46DE-8E76-61E537341191},178316.212036133,1725.0046904312
116,PDR,Y,4,P73-49,PDR   4.000, , , ,58.14357642,,1974/02/04 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 4.000,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{71264C85-AF08-4D23-A001-0F42298282D2},2532726.29650879,9855.8015496135
117,OI-2, ,0,P98-52,OI-2(D), , , ,26.28701493,,1999/07/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{B096F4B1-90F2-4A60-8045-AAAD0E556A27},1145058.80114746,4754.49956477191
118,GC, ,0,Z06-30,GC,LDW ,Boundary eror corrected,"P91-46;P96-17;Z06-07",89.57732638,2006/08/15 05:00:00+00,,2018/02/26 05:00:00+00,2018/02/26 05:00:00+00,CG,COMMERCIAL,CG, ,19 - CG,,,{96B91A6A-D9B2-4B57-9708-23D9F1374076},3900561.03259277,20657.3321074252
119,R-10, ,0,P88-28,R-10, , , ,14.59261696,,1988/07/25 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{C0D9E316-A971-42C2-99F4-2A9809332B7E},635652.414306641,4374.44087718688
120,I-2, ,0, ,I-2, , ,P87-54,81.30449054,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{BC7EEE0C-9531-48B3-81C8-26AE88A81F36},3541612.57287598,8796.68579154623
121,PDR,Y,1.69000005,P01-74,PDR 1.69, , ,"P91-62;P99-57;P00-27;P02-08",162.08612614,2002/08/07 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 1.690,(D), 1 - PDR-VLR (< 2 du/ac),,PDR-VLR,{96326CD0-FC3C-4504-B67A-437BB435AA30},7060449.65490723,14844.349349503
122,PDR,Y,5.26999998,P02-54,PDR 5.27, , ,P02-40,20.78875892,,2003/02/03 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 5.270,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{42E317E0-A2E2-4B21-9257-D318DE7E99A8},905555.517333984,5378.6147671725
123,I-3, ,0,P97-49,I-3(D), , ,P89-10,101.76887447,,1997/06/16 05:00:00+00,,,I,INDUSTRIAL,I(D),(D),20 - I,,,{78161187-2191-480A-A80D-6691EF4A23A6},4433038.35827637,9473.61781778853
124,PDR,Y,3.5,P87-16,PDR   3.500, , , ,13.95459851,,1987/06/15 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.500,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{AD13F803-A0E2-4669-9338-E33B84C0A60B},607860.417602539,4054.81819399707
125,I-1, ,0,P92-33,I-1, , , ,35.18664238,1992/07/13 05:00:00+00,1997/07/21 05:00:00+00,,,IP,INDUSTRIAL,IP, ,22 - IP,,,{C771B323-186D-4530-96C8-2549E3AD341F},1532725.36682129,5603.41086379425
126,R-3, ,0, ,R-3, , , ,3.39206757,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{67A518C4-636B-49E0-84E1-39BA1FA88440},147758.003173828,1676.92668474189
127,I-3, ,0, ,I-3, , , ,17.81937367,,,,,I,INDUSTRIAL,I, ,20 - I,,,{C0672BA9-0384-407C-BF67-6CFC8490F004},776209.497802734,5239.73568082006
128,R-3, ,0,Z1100027,R-3,Wadeg,RU-5 to RU-5(2), ,61.95465289,,2012/03/19 05:00:00+00,2012/03/19 05:00:00+00,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{A7725915-C962-4918-B023-D92F667D2083},2698736.27062988,10936.1400672359
129,RU-M,,,Z1400034,,Wadeg,P93-64 Adjusted northern line according to error,City Initiated 1984,12.81783892,,2015/04/20 05:00:00+00,2015/04/21 05:00:00+00,2014/10/29 05:00:00+00,RU-M,RES_HIGH_DENSITY,RU-M(D),(D),13 - RU-M,,PDR-MDR,{909D9B9A-0915-4643-A127-C219B2C0FD95},558343.323852539,3177.33674813239
130,I-2, ,0,,I-2, , ,"P74-33;P75-14;P80-33;P95-37;P96-30",20.87023218,,1996/07/15 05:00:00+00,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{AD0F3BA7-FA15-4CCD-80A5-8386F8098C83},909104.481323242,5279.54073564624
131,RD, ,0, ,RD, ,Z1800001 , ,1.19502327,,2018/08/06 05:00:00+00,2018/08/10 05:00:00+00,,IL,INDUSTRIAL,IL, ,21 - IL,,,{CB2AF48D-BC94-4B54-95BE-77FB95A7282B},52055.0516357422,921.212243730459
132,GC, ,0,P01-37,GC(D), , ,P87-54,8.919016,,2002/01/07 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{CB7D8A5A-6A30-4A08-AF85-5E01853501A4},388511.126464844,3078.24630933194
133,UC, ,0,P03-16,UC, , ,"P84-07;P87-21;P87-62;P89-28;P90-40",795.5279753,,2003/10/20 05:00:00+00,,,UC, ,UC, ,25 - UC,,,{54840FFD-96EE-4142-9D80-5BBC92652956},34653090.6253662,35416.2400541777
134,NC, ,0,P04-32,NC, , ,"P94-43;P04-32",8.25358419,,2004/09/07 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{C9433BB1-5AB6-4741-A59F-782B2D22292E},359525.006958008,3032.12703069653
135,RM-12, ,0,P84-47,RM-12(D), , ,P82-27,44.87329645,,,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{EF1A0B6F-6931-4F09-AD3D-9BA706ABC5C2},1954674.70227051,6584.08025739646
136,R-20, ,0, ,R-20, , ,P87-54,2.92480781,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{5AD61E2A-EF99-4842-A4F1-8B70D9695A6F},127404.231445312,2045.51932037465
137,RM-20, ,0, ,RM-20, , , ,0.0009842,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{0FF20485-DBCD-4002-B0E6-5C0C452E672C},42.8714599609375,544.276350039749
138,OI-1, ,0,P91-48,OI-1(D), , ,P86-81,6.86534265,,1991/11/18 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{4D6257F8-6D9D-4AA1-ACDB-96BA5F6B6FB7},299053.393920898,2671.9297687851
139,OI-2, ,0,P99-22,OI-2(D), , , ,16.57173029,,2000/02/07 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{E5DC75F7-D3F3-4460-8242-541BC1E88CC9},721862.322387695,3714.14516258455
140,GC, ,0,P87-51,GC, , , ,1.65946701,,1987/08/17 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{08229ADC-92B8-40C9-8D89-00F23E59DE8A},72286.1574707031,1101.85117728589
141,I-1, ,0, ,I-1, , , ,2.25993711,,,,,IP,INDUSTRIAL,IP, ,22 - IP,,,{C7C7A437-488B-42ED-8E11-2F61FDF4970F},98442.5537109375,1518.16121876777
142,RM-16, ,0, ,RM-16, , , ,49.3116724,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{F034E8D0-73FA-4CB7-A9F8-A52BCB7985D7},2148009.75793457,7635.86760390044
143,RD, ,3.17,BDG1400003,PDR 3.170,LDW,RR to PDR 3.170," BDG1400005; Z1300027; Z1600025 (BDG1600013)",47.05537466,,2017/05/01 05:00:00+00,2017/05/03 05:00:00+00,2007/07/20 05:00:00+00,RR,RES_RURAL_DENSITY,PDR 3.170,(D) , 2 - PDR-LDR (2 - 4 du/ac),,,{8E18E8FE-8163-4C89-BE6F-82F4681BD4E1},2049725.73327637,6122.53186129753
144,RD, ,0,Z06-08,RD, , , ,10.29079787,,2006/09/18 05:00:00+00,2006/09/19 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 3.690,(D), 2 - PDR-LDR (2 - 4 du/ac),2006/09/18 05:00:00+00,PDR-LDR,{53C5F5A0-CD21-4E1C-A473-0C256E5D2BF1},448265.758422852,2674.98168199505
145,R-20, ,0, ,R-20, , , ,2.14001806,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{A060AC6E-8B68-442B-B063-0F9D47E97A6E},93218.8968505859,1247.23373276868
146,RM-20, ,0,,RM-20, , , ,0.25721343,,1985/11/04 05:00:00+00,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{FACD4077-ADC9-444D-842C-D4EC3AC29C9F},11204.1820068359,508.843066085524
147,NC, ,0,P87-54,NC(D), , , ,4.46829454,,1987/09/22 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{F0DC94AC-819F-4E0D-A02F-6BDCC945039C},194638.303955078,1808.92365851573
148,OI-2, ,0,P94-52,OI-2(D), , ,"P85-108;P86-60;P87-19;P90-56;P94-39",16.32482088,,1985/06/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{3B0DFC71-1EC3-4375-A7D3-E53E86F9C008},711106.981567383,4188.7503162832
149,OI-2, ,0,P93-80,OI-2(D), , ,P84-11,11.10874195,,1993/12/20 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{930F0AC5-C81A-45D0-998A-1184717215CA},483895.291015625,3163.7300781288
150,R-20, ,0, ,R-20, , , ,16.89337216,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{2163075F-A31C-4CE9-A8AF-5321E2E520F1},735872.998535156,4944.06301918129
151,OI-2, ,0, ,OI-2, , , ,0.32490424,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{91FD5E1F-C5F5-4D71-811C-1D0063416472},14152.7844238281,546.471246226336
152,R-20, ,0,,R-20, , ,P93-05,1.07812013,,1993/02/15 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{4266F9A1-861E-4906-9312-D71006925D62},46962.7666015625,988.981004151943
153,OI-1, ,0,P89-23,OI-1, , , ,1.12691974,,1989/08/14 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{D5F863DC-1EB9-4365-9F69-8566001C1578},49088.4708251953,860.635071791028
154,OI-1, ,0,P97-42,OI-1, , , ,1.21467054,,1997/07/21 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{DDFBE98E-E362-44C4-A073-A4A73FB4C6C2},52910.8837890625,919.532363305298
155,R-20, ,0,,R-20, , ,P97-34,246.65386624,,1997/07/21 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{7954D41C-DE2F-4C67-AD97-A3D11D8C3CC2},9980968.71484375,29793.9561145799
156,R-3, ,0,,R-3, , ,P85-82,21.68022738,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{C135CF16-CA58-45B8-8CBD-8EE0938BDA5F},944387.762451172,6072.37897134495
157,R-8, ,0, ,R-8, , , ,30.3670318,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{1FF5FF50-0CA6-46DD-892E-70E5D6A54A38},1322783.78320312,8349.93132554565
158,RM-16, ,0, ,RM-16, , , ,2.7303136,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{4050098F-208D-4605-9D2E-CC3DCCCD0A91},118932.089477539,1741.88539397302
159,GC, ,0, ,GC, , , ,16.19250317,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{82565126-3CD5-4604-BEE8-08F31E8DC123},705343.240234375,6515.31380085302
160,OI-2, ,0, ,OI-2, , , ,0.44440636,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{6AA55FD6-1CFA-4D01-BC17-8AE948B09295},19358.2807617188,628.931333497966
161,R-3, ,0,,R-3, , ,"P83-49;P93-24",8.1376128,,1993/06/21 05:00:00+00,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{6455454D-2B55-4B4B-8ABA-B7F4CD3B43EA},354473.308959961,2985.47069480593
162,R-15, ,0,P93-81,R-15, , , ,23.26375679,,1994/01/18 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{0F8ADCEC-3EB0-4EC7-BE20-4C951A711DAC},1013366.08874512,5281.6807694247
163,CT, ,0, ,CT, , , ,1.3388606,,,,,IL,COMMERCIAL,IL, ,21 - IL,,,{F9DF65D6-8FB0-42A0-8D18-EBE09D4BDFA1},58320.5861816406,989.157611469947
164,RM-12, ,0, ,RM-12, , , ,0.22634184,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{87385ED0-9D92-47CA-B899-F843D8DFD4D4},9859.41979980469,397.305544843252
165,OI-1, ,0,P95-15,OI-1(D), , ,P91-20,5.45961709,,1995/06/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{8C0401EB-417B-4F27-8693-3ED08E22E23C},237820.1796875,2263.97706860497
166,GC, ,0,P89-25,GC(D), , , ,1.48389897,,1989/08/21 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{FE5EE635-3045-44FE-8722-551108D97925},64638.4377441406,1039.72150189125
167,R-3, ,0, ,R-3, , , ,0.59099051,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{15A40A22-9C6B-4DB3-A28E-CD0C38AE741D},25743.4665527344,641.979129599036
168,I-2, ,0,P00-63,I-2(D), , ,P00-77,24.81790044,,2001/01/16 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{64907F09-41BE-4516-A379-68903D6A675A},1081064.37463379,5646.88906548235
169,I-2, ,0, ,I-2, , , ,10.62165311,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{6F0770D4-110F-414B-8E13-D044B014E328},462677.767089844,3537.86832321998
171,GC, ,0,,GC, , ,"P74-04;P79-01;P79-06",6.91026462,,1979/07/10 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{64765EAE-C5AF-4AD6-BC26-938935DFF636},301010.188720703,3148.26409854179
172,R-3, ,0,P80-15,R-3, , , ,0.18134657,,1980/11/10 05:00:00+00,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{C6FB9B5C-8B89-49A6-9629-6A1A9DB739B0},7899.43200683594,415.967235678575
173,GC, ,0,P95-10,GC(D), , , ,1.04750867,1995/07/10 05:00:00+00,,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{0EE7D304-F4BA-4C8F-94BA-BA1D08BBCCAC},45629.3358154297,1132.21405696093
174,R-20, ,0,,R-20, ,P02-66,"P80-22;P83-45;P91-55;P91-59;P93-31;P02-44;P03-68",0.01633237,,2003/01/21 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{9C1DE5B2-EFBD-45A4-BE84-8CA49B09CF6C},711.435791015625,1900.26651861727
175,R-20, ,0, ,R-20, , , ,1.37746984,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{840D8A6E-F090-4467-823A-E9A9CEF15FF7},60002.3992919922,1000.01530675222
176,, ,0,Z1200018,CD-C,Wadeg, , ,7.62575703,,2012/11/19 05:00:00+00,2012/11/21 05:00:00+00,,CD-C,COMPACT DESIGN-CORE,CD-C(D),(D),30 - CD-C,,,{ED2ACB6F-BAEC-45D4-8F00-107602BCC6E6},332176.941040039,2405.86209550052
177,SC, ,0,P03-52,SC(D), , ,"P85-47;P86-42;P92-54",19.07131155,,2004/06/21 05:00:00+00,,,CC,COMMERCIAL,CC(D),(D),16 - CC,,,{65231535-604E-4E99-AFD9-43F80A2E0C66},830743.742919922,4035.38323640764
178,RM-12, ,0,,RM-12, ,P02-62,"P87-05;P93-37",54.54766258,,2003/02/18 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{242FB7AF-9155-45DF-878E-15AB6EB5C71C},2376088.77758789,7308.60887508423
179,OI-1, ,0,P99-63,OI-1(D), , , ,1.83525866,,2000/06/05 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{72F80089-D230-4E39-88D2-32B84A459A34},79943.6179199219,1206.11095177887
180,R-20, ,0, ,R-20, , , ,161.70132609,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{97190CDC-D7DC-4CC5-9542-684D063CF127},7043687.81689453,16072.0428244882
181,RM-12, ,0,P79-43,RM-12, , , ,1.34478859,,1980/03/10 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{D287EC98-0BEA-489D-B5DB-CFCD55C93F05},58578.8084716797,1167.86572878969
182,RM-12, ,0, ,RM-12, , , ,19.02439562,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{F4473675-6EA3-4B5A-B1A6-35DCCEF3AEB3},828700.091064453,3944.03603871401
183,I-2, ,0,,I-2, , ,"P81-09;P85-64;P89-33",83.40083386,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{39478540-2EEB-4EF9-BDC7-2BAC8E3FB45D},3632929.00280762,9176.64647003618
184,R-20, ,0, ,R-20, , ,P79-21,22.08220423,,1979/09/10 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{8BDABF25-EC61-4D06-867F-ED7F5F6DE5F4},961897.818847656,5074.76356820905
185,R-10, ,0, ,R-10, , , ,3.19574139,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{AFF2119E-84B7-44E7-95C5-0D427C9F8881},139206.060913086,1539.55806826732
186,NC, ,0, ,NC, , ,P81-27 Withdrawn,1.61080771,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{F974FCF4-E337-4BF5-A6C8-603974FB216D},70166.5654296875,1108.82132892004
187,SC, ,0,P85-106,SC, , , ,14.99670965,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{8004E968-0329-464E-8FAC-5E8FB28339E5},653254.637084961,3093.5569714602
188,NC, ,0,,NC, , ,,19.87715247,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{AE081416-E426-4A6F-BEF3-B0B59680D358},865846.063720703,5993.57475848208
189,OI-2, ,0,,OI-2, , ,"P87-54;P94-45;P94-55",0.94962245,1995/04/24 05:00:00+00,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{2D5D844B-E063-4B7E-8E2F-067ED753BEC2},41365.4250488281,943.603685794662
190,I-2, ,0,,I-2, , ,"P89-36;P95-29;P96-82;P97-34;Z06-50;Z0800009;Z0900008",1506.06181917,1989/12/18 05:00:00+00,2009/09/08 05:00:00+00,,,IL,INDUSTRIAL,IL, ,21 - IL,2009/09/08 05:00:00+00,,{781DA0BD-6DF3-404D-8AA0-67704DB88A2D},65431200.0732422,68771.4250954604
191,GC, ,0,P89-11,GC(D), , , ,0.67083677,,1989/11/20 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{710C56A7-3AF5-4CE7-A1F5-92D748D483C6},29221.5587158203,902.178411683598
192,CT, ,0,,CT, , ,P88-04 ,44.0447737,,1988/05/02 05:00:00+00,,,IL,COMMERCIAL,IL, ,21 - IL,,,{F3E5FCF0-2118-4D8C-9610-0D17862FF5E5},1918584.36364746,8106.98678558089
193,I-2, ,0,P99-34,I-2(D), , , ,5.06329161,,1999/09/07 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{9E17C5EC-112C-42AF-BA5C-E23E091CFCC0},220556.296142578,2598.15366093024
194,OI-1, ,0,P98-47,OI-1(D), , ,P97-03,1.11827462,,1999/05/17 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{E1F8C27B-AE69-4AB5-B1C4-155B1086B891},48711.8907470703,916.724660893363
195,OI-2, ,0, ,OI-2, , , ,23.26421284,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{2448A235-ED04-4BBB-9EAC-A6FCAB868D90},1013385.95471191,6215.37922475964
196,R-5, ,0, ,R-5, , , ,161.96399536,,,,,RU-5,RES_MEDIUM_DENSITY,RU-5, ,11 - RU-5,,,{C8B5A129-FD5F-4AC3-8D61-2347B2E43992},7055129.65356445,13216.524509892
197,R-20, ,0,,R-20, , ,"P97-34;P04-50",114.88722021,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{133D0D58-1FA1-4160-BE63-6C50D7F0FDE4},5004471.71923828,28622.5142310242
198,OI-1, ,0,P95-52,OI-1(D), , , ,2.82463251,,1996/02/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{3CBB2D55-9CDE-4D02-8BB6-9B2ADE054C1F},123040.608886719,1460.19376969759
199,NC, ,0,P84-48,NC, , , ,4.57054204,,1984/12/03 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{B4CD472B-BC69-461B-9FB7-696ED2AB2653},199092.191162109,2014.45177576474
200,OI-2, ,0,P98-44,OI-2(D), , , ,9.65337287,,1998/10/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{F357BB35-3099-4FEE-9B8B-77CAADF7F389},420499.612060547,3064.07314030846
201,R-10, ,0, ,R-10, , , ,13.60574906,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{4388D1CD-8C7F-4776-AA31-07984CEB33D6},592664.58215332,3400.14261976852
202,OI-2, ,0, ,OI-2, , , ,5.27825831,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{33C90A1A-27FC-4764-AD45-542CADB49548},229920.215332031,1953.02933943789
203,NC, ,0, ,NC, , , ,0.58295486,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{6AA0A0B2-6B45-4126-8AA3-71C049CC87D9},25393.4344482422,710.422079559015
204,R-20, ,0,,R-20,LDW ,RR to PDR 6.678 ,"P97-34;P04-50; Z1700008",17.09444105,,2017/11/20 05:00:00+00,2017/12/04 05:00:00+00,,PDR,RES_MEDIUM_DENSITY,PDR 6.678,(D) , 3 - PDR-MDR (4 - 8 du/ac),,,{40E83E07-BE57-40A7-B3A1-D269C1893002},744631.532104492,3570.27422807586
205,R-20,Y,2.71,Z1400008,R-20,Wadeg,Change to Development Plan,"Z05-32;P00-43;P01-45",75.45337974,,2014/08/04 05:00:00+00,2014/08/05 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 2.710,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{5891599E-EA50-433C-94CC-A1B635B7A4BA},3286738.97900391,10892.7859998847
206,RD, ,0, ,RD, , , ,114.07130269,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{96A6C622-218F-400A-8EA3-A1BA474AE18E},4968930.46191406,16808.1498884009
207,RM-12, ,0, ,RM-12, , , ,99.6705173,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{F30F062E-80D5-44A3-9E75-1232FEF0E356},4341634.20458984,15281.7387761984
208,RD, ,0, ,RD, , , ,7.41734381,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{6C58F582-5680-4233-92BB-D4780F2F031E},323098.489624023,2570.33705404084
209,RM-12, ,0, ,RM-12, , , ,10.95451248,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{BE5010EA-77CA-4A86-8C25-C2BCBC1D0F45},477177.077026367,2828.80825100394
210,RD, ,0, ,RD, , , ,35.54717638,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{D9893873-2850-4B29-BAB7-DBF033E78692},1051150.45959473,4630.98110650433
211,R-3, ,0, ,R-3, , , ,4.15877406,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{5DD6594A-07DC-4ED3-BDFC-1A989515888A},181155.634033203,2165.13693631901
212,I-1, ,0,P89-19,I-1, , , ,9.28393423,,,,,IP,INDUSTRIAL,IP, ,22 - IP,,,{2B68D883-BD69-42B6-BF5C-6C67E46EA8D5},404406.915161133,2466.11861914618
214,RM-12, ,0, ,RM-12, , , ,0.18481611,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{1BF1F2FF-5223-4DB7-8D13-38CEABABF290},8050.56494140625,424.992833340784
215,NC, ,0,,NC, , ,"P00-83;P97-11",6.83630142,1997/04/28 05:00:00+00,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{6614C6C6-B5AE-45E2-909B-AB164CCB7E21},297788.362060547,3405.28597050887
216,GC, ,0,Z1100001,GC(D), , ,P94-07,4.47319485,,2011/08/08 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{1C47DF0E-278D-4353-8C32-A608C6CC09EB},194851.761230469,2232.56169004287
217,CT, ,0, ,CT, , , ,5.69802052,,,,,IL,COMMERCIAL,IL, ,21 - IL,,,{D0DC6613-B85F-4D2C-85ED-7936188B559C},248205.000610352,2034.74717248135
218,I-2, ,0, ,I-2, , , ,2.69911078,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{91D22A89-8986-4492-A696-A3CF6A2B1F8F},117572.899536133,1398.65296927888
